User_ID,Region,Language_Preference,Subscription_Plan,Device_Type,Avg_Watch_Hours,Tenure_Months
4881,West India,Bengali,Premium,Mobile,3.6,34
4882,East India,Marathi,Mobile,Mobile,3.8,12
4883,North India,Telugu,Standard,Mobile,2.9,28
4884,West India,Hindi,Mobile,Mobile,2.6,34
4885,West India,Marathi,Mobile,Mobile,0.9,6
4886,East India,Hindi,Mobile,Mobile,3.3,19
4887,West India,Punjabi,Premium,Mobile,3.0,12
4888,East India,Hindi,Premium,Smart TV,3.1,25
4889,South India,Marathi,Mobile,Mobile,4.4,13
4890,Northeast India,Hindi,Basic,Mobile,5.9,17
4891,South India,Kannada,Premium,Mobile,3.1,12
4892,East India,Telugu,Basic,Mobile,4.0,3
4893,East India,Marathi,Basic,Laptop,3.8,24
4894,South India,Kannada,Basic,Laptop,4.9,8
4895,North India,Hindi,Standard,Mobile,2.4,36
4896,North India,Hindi,Basic,Laptop,2.4,26
4897,North India,Malayalam,Standard,Smart TV,2.5,45
4898,East India,Marathi,Basic,Laptop,0.8,8
4899,West India,Punjabi,Mobile,Mobile,3.4,32
4900,East India,Hindi,Basic,Mobile,2.2,32
4901,West India,Bengali,Mobile,Smart TV,3.8,1
4902,South India,Gujarati,Basic,Smart TV,0.6,3
4903,Northeast India,Punjabi,Mobile,Smart TV,3.4,1
4904,West India,Telugu,Standard,Smart TV,3.2,15
4905,North India,Tamil,Basic,Smart TV,2.8,20
4906,East India,Bengali,Standard,Laptop,4.7,3
4907,South India,Tamil,Premium,Smart TV,2.5,15
4908,North India,Hindi,Standard,Mobile,3.9,37
4909,South India,Telugu,Premium,Laptop,2.7,21
4910,Northeast India,Kannada,Basic,Smart TV,5.5,42
4911,East India,Hindi,Mobile,Laptop,3.3,39
4912,East India,Tamil,Premium,Mobile,4.3,23
4913,Northeast India,Hindi,Premium,Mobile,4.2,40
4914,East India,Gujarati,Premium,Smart TV,4.9,35
4915,West India,Malayalam,Standard,Smart TV,3.7,18
4916,South India,Gujarati,Standard,Mobile,1.9,17
4917,North India,Telugu,Mobile,Smart TV,4.0,31
4918,Northeast India,Kannada,Standard,Smart TV,3.8,26
4919,West India,Gujarati,Mobile,Smart TV,0.5,22
4920,North India,Marathi,Mobile,Mobile,1.5,45
4921,North India,Kannada,Basic,Smart TV,4.3,36
4922,Northeast India,Tamil,Basic,Laptop,5.2,35
4923,West India,Gujarati,Mobile,Smart TV,3.4,11
4924,North India,Malayalam,Standard,Laptop,4.5,27
4925,North India,Kannada,Premium,Smart TV,3.6,34
4926,West India,Hindi,Standard,Laptop,3.5,18
4927,East India,Malayalam,Basic,Mobile,3.3,27
4928,North India,Hindi,Premium,Mobile,3.6,4
4929,South India,Gujarati,Mobile,Smart TV,4.0,17
4930,West India,Bengali,Standard,Mobile,3.0,6
4931,North India,Bengali,Mobile,Smart TV,5.0,42
4932,Northeast India,Tamil,Basic,Mobile,2.3,11
4933,South India,Malayalam,Basic,Smart TV,5.5,5
4934,North India,Hindi,Standard,Mobile,3.2,18
4935,South India,Punjabi,Mobile,Smart TV,3.4,25
4936,South India,Malayalam,Mobile,Smart TV,2.7,10
4937,East India,Marathi,Basic,Mobile,4.0,41
4938,South India,Tamil,Basic,Tablet,3.0,16
4939,East India,Hindi,Standard,Mobile,2.9,10
4940,West India,Bengali,Basic,Mobile,4.2,10
4941,East India,Kannada,Basic,Mobile,4.9,36
4942,Northeast India,Marathi,Mobile,Mobile,2.2,21
4943,North India,Hindi,Mobile,Smart TV,4.5,14
4944,West India,Hindi,Basic,Smart TV,5.0,8
4945,West India,Gujarati,Standard,Laptop,1.4,1
4946,Northeast India,Bengali,Mobile,Mobile,2.5,16
4947,East India,Malayalam,Mobile,Mobile,5.0,26
4948,North India,Kannada,Basic,Mobile,3.9,42
4949,East India,Gujarati,Mobile,Mobile,5.6,6
4950,South India,Kannada,Basic,Mobile,3.3,39
4951,East India,Tamil,Basic,Mobile,2.9,2
4952,West India,Bengali,Mobile,Smart TV,5.1,9
4953,North India,Hindi,Mobile,Mobile,2.5,5
4954,East India,Punjabi,Premium,Mobile,3.2,40
4955,North India,Telugu,Standard,Tablet,4.2,5
4956,North India,Telugu,Standard,Mobile,4.3,47
4957,South India,Punjabi,Basic,Mobile,2.5,8
4958,South India,Telugu,Standard,Smart TV,3.8,5
4959,West India,Gujarati,Premium,Smart TV,3.2,5
4960,Northeast India,Tamil,Standard,Laptop,1.5,17
4961,North India,Telugu,Mobile,Laptop,2.9,9
4962,Northeast India,Tamil,Basic,Mobile,1.5,34
4963,West India,Hindi,Basic,Mobile,2.7,33
4964,North India,Tamil,Basic,Smart TV,2.1,22
4965,North India,Gujarati,Basic,Laptop,4.4,21
4966,Northeast India,Punjabi,Premium,Smart TV,3.9,43
4967,East India,Tamil,Standard,Laptop,5.3,15
4968,South India,Kannada,Mobile,Mobile,2.4,1
4969,East India,Malayalam,Mobile,Smart TV,3.6,7
4970,Northeast India,Telugu,Basic,Laptop,2.2,23
4971,South India,Punjabi,Mobile,Tablet,2.7,47
4972,East India,Marathi,Basic,Smart TV,3.0,6
4973,South India,Hindi,Basic,Laptop,5.9,20
4974,North India,Malayalam,Basic,Laptop,3.9,26
4975,East India,Kannada,Premium,Laptop,3.3,42
4976,South India,Bengali,Basic,Tablet,4.8,12
4977,South India,Gujarati,Mobile,Mobile,4.3,13
4978,South India,Malayalam,Mobile,Mobile,3.4,47
4979,East India,Punjabi,Basic,Laptop,4.3,13
4980,West India,Punjabi,Mobile,Mobile,3.1,2
4981,East India,Punjabi,Standard,Mobile,7.1,32
4982,Northeast India,Hindi,Mobile,Mobile,5.0,31
4983,East India,Tamil,Basic,Laptop,3.0,11
4984,South India,Telugu,Standard,Mobile,4.4,37
4985,North India,Bengali,Mobile,Mobile,4.2,4
4986,East India,Punjabi,Basic,Mobile,3.8,34
4987,East India,Marathi,Basic,Smart TV,4.1,16
4988,South India,Hindi,Standard,Smart TV,2.5,31
4989,North India,Punjabi,Basic,Mobile,3.0,25
4990,North India,Marathi,Basic,Mobile,5.5,39
4991,Northeast India,Bengali,Standard,Laptop,3.7,8
4992,East India,Bengali,Basic,Mobile,2.7,8
4993,North India,Telugu,Basic,Tablet,3.3,34
4994,North India,Kannada,Mobile,Smart TV,2.9,15
4995,West India,Telugu,Standard,Tablet,4.6,5
4996,West India,Tamil,Premium,Smart TV,2.8,19
4997,North India,Gujarati,Premium,Mobile,3.6,10
4998,Northeast India,Bengali,Premium,Mobile,2.7,9
4999,North India,Gujarati,Standard,Mobile,6.1,29
5000,South India,Hindi,Standard,Smart TV,4.3,40
5001,East India,Malayalam,Standard,Smart TV,4.2,37
5002,Northeast India,Punjabi,Basic,Laptop,4.3,19
5003,South India,Hindi,Basic,Mobile,3.0,13
5004,Northeast India,Bengali,Basic,Tablet,5.3,46
5005,South India,Marathi,Basic,Mobile,3.4,40
5006,East India,Gujarati,Standard,Tablet,5.6,16
5007,East India,Telugu,Basic,Smart TV,3.1,30
5008,West India,Malayalam,Mobile,Smart TV,4.4,5
5009,South India,Kannada,Mobile,Mobile,3.7,33
5010,West India,Hindi,Premium,Laptop,3.8,19
5011,South India,Kannada,Standard,Mobile,1.5,19
5012,West India,Gujarati,Basic,Smart TV,2.3,17
5013,East India,Gujarati,Basic,Smart TV,5.3,24
5014,Northeast India,Punjabi,Basic,Mobile,2.0,28
5015,West India,Marathi,Mobile,Mobile,4.6,42
5016,South India,Marathi,Basic,Mobile,6.6,37
5017,South India,Tamil,Standard,Laptop,4.2,22
5018,East India,Telugu,Basic,Mobile,6.1,39
5019,South India,Bengali,Basic,Laptop,4.3,16
5020,North India,Bengali,Mobile,Mobile,3.8,35
5021,Northeast India,Gujarati,Basic,Mobile,3.9,27
5022,West India,Hindi,Mobile,Tablet,3.3,12
5023,Northeast India,Bengali,Basic,Mobile,3.3,46
5024,East India,Bengali,Basic,Mobile,2.9,28
5025,West India,Hindi,Standard,Laptop,4.0,1
5026,West India,Telugu,Basic,Smart TV,6.1,39
5027,North India,Malayalam,Basic,Mobile,5.2,18
5028,East India,Marathi,Basic,Smart TV,3.7,23
5029,South India,Punjabi,Standard,Smart TV,4.2,22
5030,North India,Punjabi,Mobile,Smart TV,3.4,4
5031,North India,Punjabi,Standard,Smart TV,5.2,11
5032,Northeast India,Hindi,Premium,Mobile,1.5,18
5033,Northeast India,Punjabi,Mobile,Laptop,5.8,7
5034,Northeast India,Gujarati,Standard,Mobile,2.8,21
5035,North India,Tamil,Standard,Mobile,3.0,35
5036,South India,Hindi,Basic,Mobile,2.0,37
5037,West India,Hindi,Standard,Laptop,3.7,30
5038,Northeast India,Marathi,Basic,Laptop,2.7,17
5039,South India,Punjabi,Basic,Laptop,4.9,33
5040,East India,Kannada,Standard,Laptop,4.3,16
5041,Northeast India,Malayalam,Standard,Smart TV,2.7,15
5042,West India,Tamil,Premium,Mobile,2.4,13
5043,East India,Hindi,Mobile,Mobile,2.7,39
5044,East India,Tamil,Basic,Mobile,2.4,3
5045,West India,Hindi,Mobile,Mobile,3.2,24
5046,Northeast India,Telugu,Mobile,Smart TV,2.5,23
5047,North India,Marathi,Basic,Smart TV,4.9,45
5048,West India,Gujarati,Basic,Tablet,2.9,1
5049,West India,Telugu,Mobile,Mobile,4.2,32
5050,West India,Punjabi,Mobile,Smart TV,4.2,33
5051,East India,Malayalam,Basic,Smart TV,1.3,30
5052,South India,Kannada,Premium,Mobile,4.4,2
5053,North India,Gujarati,Standard,Mobile,1.5,18
5054,Northeast India,Telugu,Mobile,Mobile,2.5,30
5055,Northeast India,Tamil,Premium,Smart TV,4.3,18
5056,South India,Tamil,Standard,Smart TV,3.6,5
5057,West India,Malayalam,Premium,Mobile,3.1,5
5058,North India,Hindi,Basic,Mobile,1.4,8
5059,Northeast India,Tamil,Basic,Smart TV,4.7,9
5060,Northeast India,Punjabi,Premium,Mobile,4.0,32
5061,West India,Kannada,Mobile,Mobile,2.5,14
5062,South India,Marathi,Premium,Laptop,2.3,13
5063,North India,Punjabi,Standard,Smart TV,4.7,18
5064,South India,Kannada,Premium,Laptop,3.9,4
5065,South India,Malayalam,Basic,Tablet,1.9,22
5066,North India,Punjabi,Mobile,Tablet,2.6,20
5067,North India,Marathi,Basic,Laptop,5.8,15
5068,Northeast India,Marathi,Premium,Laptop,4.7,7
5069,Northeast India,Bengali,Basic,Smart TV,3.5,13
5070,North India,Hindi,Basic,Mobile,3.5,34
5071,East India,Malayalam,Basic,Mobile,0.9,41
5072,Northeast India,Punjabi,Basic,Mobile,5.1,30
5073,East India,Gujarati,Mobile,Mobile,3.0,5
5074,North India,Gujarati,Basic,Mobile,2.5,1
5075,Northeast India,Malayalam,Standard,Tablet,4.4,31
5076,South India,Punjabi,Mobile,Smart TV,2.7,20
5077,North India,Telugu,Premium,Smart TV,1.3,19
5078,West India,Telugu,Standard,Mobile,4.0,29
5079,East India,Hindi,Standard,Smart TV,1.7,45
5080,North India,Punjabi,Standard,Mobile,3.4,38
5081,North India,Marathi,Mobile,Smart TV,3.9,10
5082,Northeast India,Tamil,Basic,Mobile,3.2,29
5083,Northeast India,Gujarati,Standard,Mobile,3.2,31
5084,Northeast India,Punjabi,Basic,Smart TV,5.4,11
5085,West India,Punjabi,Basic,Smart TV,5.4,23
5086,Northeast India,Tamil,Mobile,Mobile,2.4,30
5087,North India,Tamil,Standard,Mobile,2.8,25
5088,Northeast India,Kannada,Basic,Mobile,2.9,16
5089,South India,Bengali,Basic,Mobile,3.5,23
5090,Northeast India,Hindi,Mobile,Mobile,3.4,33
5091,West India,Gujarati,Premium,Mobile,5.6,37
5092,South India,Tamil,Basic,Smart TV,3.3,28
5093,North India,Telugu,Standard,Laptop,2.3,27
5094,North India,Malayalam,Basic,Smart TV,2.8,6
5095,East India,Telugu,Standard,Laptop,3.9,38
5096,South India,Kannada,Mobile,Mobile,3.2,37
5097,East India,Kannada,Standard,Mobile,3.9,6
5098,South India,Tamil,Basic,Laptop,3.2,25
5099,South India,Kannada,Basic,Laptop,4.4,13
5100,West India,Marathi,Standard,Tablet,3.4,33
5101,East India,Punjabi,Standard,Mobile,2.0,33
5102,West India,Punjabi,Standard,Smart TV,3.1,25
5103,South India,Tamil,Premium,Laptop,6.2,14
5104,North India,Kannada,Mobile,Smart TV,5.0,40
5105,South India,Malayalam,Premium,Laptop,2.1,41
5106,West India,Marathi,Mobile,Mobile,5.6,42
5107,East India,Hindi,Standard,Tablet,3.7,38
5108,East India,Kannada,Basic,Laptop,2.9,9
5109,West India,Marathi,Basic,Smart TV,3.2,18
5110,East India,Bengali,Basic,Mobile,3.6,15
5111,Northeast India,Hindi,Basic,Smart TV,4.8,4
5112,North India,Punjabi,Mobile,Smart TV,3.7,34
5113,North India,Bengali,Basic,Mobile,3.9,38
5114,North India,Tamil,Mobile,Smart TV,5.0,17
5115,East India,Gujarati,Basic,Laptop,3.0,7
5116,East India,Tamil,Mobile,Tablet,3.9,32
5117,South India,Malayalam,Mobile,Mobile,4.0,23
5118,South India,Marathi,Mobile,Smart TV,3.7,20
5119,North India,Gujarati,Basic,Laptop,4.1,47
5120,Northeast India,Hindi,Standard,Laptop,2.7,2
5121,South India,Hindi,Premium,Laptop,4.7,21
5122,South India,Bengali,Mobile,Mobile,2.8,12
5123,East India,Malayalam,Standard,Laptop,4.0,42
5124,Northeast India,Punjabi,Standard,Smart TV,3.8,27
5125,North India,Kannada,Basic,Tablet,2.7,10
5126,South India,Kannada,Standard,Tablet,5.4,8
5127,Northeast India,Gujarati,Mobile,Laptop,5.6,21
5128,Northeast India,Malayalam,Basic,Smart TV,2.4,22
5129,North India,Malayalam,Basic,Laptop,4.5,13
5130,Northeast India,Hindi,Mobile,Mobile,3.4,40
5131,Northeast India,Punjabi,Standard,Mobile,2.7,12
5132,Northeast India,Marathi,Basic,Laptop,3.9,17
5133,South India,Punjabi,Mobile,Smart TV,4.5,9
5134,North India,Telugu,Basic,Mobile,3.7,40
5135,Northeast India,Malayalam,Standard,Laptop,3.1,12
5136,Northeast India,Tamil,Standard,Laptop,5.1,9
5137,South India,Malayalam,Standard,Laptop,5.1,30
5138,North India,Gujarati,Basic,Smart TV,2.7,6
5139,East India,Tamil,Basic,Laptop,3.6,25
5140,South India,Gujarati,Basic,Smart TV,1.6,28
5141,North India,Bengali,Mobile,Laptop,4.5,10
5142,Northeast India,Hindi,Basic,Smart TV,5.1,41
5143,North India,Malayalam,Basic,Laptop,4.0,28
5144,North India,Hindi,Basic,Mobile,2.3,29
5145,North India,Kannada,Premium,Tablet,5.4,36
5146,East India,Gujarati,Standard,Mobile,5.9,11
5147,North India,Telugu,Mobile,Mobile,3.0,21
5148,East India,Telugu,Mobile,Mobile,4.0,38
5149,Northeast India,Kannada,Mobile,Laptop,4.5,26
5150,East India,Bengali,Standard,Mobile,4.4,18
5151,Northeast India,Telugu,Standard,Smart TV,3.6,4
5152,Northeast India,Gujarati,Premium,Mobile,5.7,44
5153,East India,Telugu,Basic,Laptop,1.6,41
5154,South India,Kannada,Standard,Smart TV,1.6,15
5155,West India,Tamil,Basic,Smart TV,3.5,23
5156,North India,Hindi,Premium,Mobile,5.6,41
5157,West India,Marathi,Standard,Laptop,4.9,6
5158,North India,Gujarati,Standard,Smart TV,1.7,43
5159,North India,Hindi,Basic,Tablet,6.9,7
5160,Northeast India,Punjabi,Standard,Tablet,4.2,46
5161,North India,Telugu,Basic,Smart TV,2.1,15
5162,North India,Telugu,Mobile,Smart TV,3.4,9
5163,East India,Bengali,Mobile,Laptop,4.7,30
5164,West India,Hindi,Basic,Tablet,5.0,44
5165,East India,Punjabi,Basic,Laptop,3.4,43
5166,North India,Telugu,Mobile,Mobile,4.1,28
5167,Northeast India,Bengali,Mobile,Smart TV,3.4,30
5168,East India,Hindi,Basic,Mobile,3.4,8
5169,East India,Bengali,Basic,Mobile,4.4,35
5170,South India,Hindi,Mobile,Mobile,5.2,35
5171,North India,Malayalam,Mobile,Mobile,2.1,26
5172,Northeast India,Malayalam,Mobile,Smart TV,3.2,30
5173,East India,Kannada,Mobile,Mobile,2.8,35
5174,East India,Gujarati,Standard,Smart TV,2.3,38
5175,Northeast India,Bengali,Mobile,Smart TV,2.2,11
5176,North India,Kannada,Standard,Laptop,3.5,20
5177,South India,Bengali,Basic,Smart TV,2.2,46
5178,East India,Telugu,Premium,Mobile,2.2,31
5179,South India,Marathi,Mobile,Smart TV,3.3,34
5180,West India,Bengali,Mobile,Smart TV,2.3,12
5181,North India,Telugu,Mobile,Mobile,4.1,28
5182,West India,Punjabi,Mobile,Smart TV,2.9,3
5183,West India,Malayalam,Standard,Smart TV,2.1,42
5184,West India,Kannada,Mobile,Laptop,6.3,5
5185,North India,Marathi,Mobile,Smart TV,0.9,13
5186,North India,Malayalam,Premium,Smart TV,4.5,12
5187,Northeast India,Kannada,Basic,Laptop,3.9,1
5188,South India,Marathi,Mobile,Smart TV,2.9,43
5189,South India,Tamil,Mobile,Laptop,2.4,19
5190,Northeast India,Telugu,Mobile,Smart TV,5.6,29
5191,Northeast India,Tamil,Premium,Smart TV,6.0,47
5192,West India,Telugu,Standard,Mobile,3.1,39
5193,Northeast India,Hindi,Standard,Tablet,3.0,42
5194,East India,Gujarati,Premium,Smart TV,4.9,25
5195,South India,Marathi,Basic,Mobile,3.2,16
5196,Northeast India,Tamil,Mobile,Smart TV,4.2,17
5197,East India,Gujarati,Basic,Smart TV,4.2,28
5198,East India,Marathi,Standard,Tablet,3.5,39
5199,East India,Kannada,Premium,Smart TV,3.7,43
5200,East India,Hindi,Basic,Laptop,3.9,5
5201,West India,Kannada,Basic,Smart TV,2.2,1
5202,East India,Telugu,Premium,Laptop,2.7,3
5203,West India,Gujarati,Mobile,Mobile,3.8,24
5204,West India,Marathi,Premium,Laptop,3.0,29
5205,East India,Bengali,Mobile,Smart TV,6.8,15
5206,South India,Gujarati,Basic,Laptop,3.7,4
5207,East India,Punjabi,Mobile,Mobile,1.4,44
5208,East India,Tamil,Standard,Mobile,0.5,1
5209,East India,Marathi,Basic,Laptop,4.5,15
5210,South India,Malayalam,Basic,Mobile,3.7,24
5211,North India,Malayalam,Premium,Laptop,5.2,31
5212,North India,Telugu,Standard,Mobile,2.7,20
5213,West India,Gujarati,Standard,Mobile,3.4,10
5214,West India,Gujarati,Mobile,Laptop,3.8,11
5215,South India,Malayalam,Premium,Smart TV,3.3,18
5216,Northeast India,Gujarati,Mobile,Mobile,3.2,34
5217,North India,Gujarati,Mobile,Tablet,4.4,28
5218,West India,Telugu,Mobile,Mobile,2.5,38
5219,North India,Tamil,Basic,Smart TV,4.1,16
5220,South India,Punjabi,Premium,Mobile,5.7,24
5221,South India,Tamil,Mobile,Laptop,5.5,39
5222,Northeast India,Punjabi,Basic,Tablet,1.3,12
5223,Northeast India,Bengali,Standard,Tablet,2.9,42
5224,South India,Tamil,Standard,Mobile,3.8,7
5225,West India,Hindi,Standard,Mobile,5.0,36
5226,North India,Bengali,Mobile,Smart TV,3.8,17
5227,East India,Punjabi,Standard,Smart TV,5.0,4
5228,Northeast India,Punjabi,Mobile,Smart TV,2.7,37
5229,East India,Bengali,Premium,Smart TV,3.9,33
5230,West India,Punjabi,Basic,Laptop,3.9,19
5231,Northeast India,Marathi,Standard,Laptop,5.1,26
5232,East India,Hindi,Mobile,Mobile,4.6,11
5233,West India,Marathi,Mobile,Tablet,4.3,31
5234,North India,Punjabi,Mobile,Tablet,4.5,1
5235,West India,Tamil,Basic,Mobile,2.0,40
5236,Northeast India,Marathi,Mobile,Mobile,3.3,36
5237,South India,Tamil,Standard,Smart TV,2.3,29
5238,North India,Bengali,Mobile,Mobile,2.7,25
5239,East India,Gujarati,Standard,Smart TV,3.3,47
5240,Northeast India,Kannada,Mobile,Mobile,0.8,18
5241,South India,Punjabi,Mobile,Tablet,3.3,3
5242,West India,Kannada,Standard,Mobile,2.6,18
5243,South India,Hindi,Standard,Smart TV,2.2,7
5244,Northeast India,Tamil,Basic,Mobile,3.6,28
5245,Northeast India,Marathi,Mobile,Mobile,3.0,17
5246,South India,Kannada,Standard,Smart TV,3.9,25
5247,West India,Telugu,Basic,Smart TV,2.7,18
5248,South India,Punjabi,Basic,Tablet,3.3,40
5249,Northeast India,Kannada,Standard,Smart TV,6.5,43
5250,Northeast India,Marathi,Basic,Laptop,4.2,3
5251,East India,Marathi,Mobile,Mobile,2.5,25
5252,East India,Hindi,Premium,Mobile,5.0,7
5253,North India,Malayalam,Standard,Smart TV,5.4,47
5254,Northeast India,Telugu,Mobile,Laptop,4.2,10
5255,East India,Kannada,Basic,Laptop,2.6,44
5256,South India,Telugu,Mobile,Smart TV,4.7,44
5257,West India,Malayalam,Standard,Smart TV,2.8,19
5258,South India,Kannada,Standard,Smart TV,5.1,15
5259,West India,Telugu,Mobile,Laptop,3.2,21
5260,East India,Tamil,Mobile,Mobile,3.2,21
5261,North India,Marathi,Mobile,Smart TV,4.1,37
5262,South India,Gujarati,Basic,Mobile,5.2,28
5263,South India,Bengali,Standard,Mobile,6.3,45
5264,South India,Punjabi,Mobile,Laptop,3.5,32
5265,West India,Gujarati,Mobile,Mobile,3.0,41
5266,East India,Kannada,Basic,Smart TV,2.5,27
5267,South India,Kannada,Mobile,Smart TV,1.7,23
5268,South India,Telugu,Basic,Mobile,2.3,10
5269,North India,Marathi,Basic,Smart TV,3.8,40
5270,North India,Malayalam,Standard,Laptop,4.8,41
5271,East India,Hindi,Premium,Mobile,2.4,6
5272,East India,Telugu,Premium,Mobile,4.4,24
5273,Northeast India,Hindi,Basic,Mobile,2.5,18
5274,North India,Bengali,Standard,Laptop,2.6,10
5275,Northeast India,Telugu,Premium,Mobile,2.2,15
5276,West India,Bengali,Mobile,Laptop,5.1,45
5277,Northeast India,Punjabi,Mobile,Mobile,5.4,43
5278,South India,Telugu,Mobile,Laptop,2.6,34
5279,Northeast India,Marathi,Basic,Mobile,2.5,8
5280,East India,Marathi,Standard,Smart TV,4.2,35
5281,West India,Kannada,Basic,Smart TV,5.6,27
5282,South India,Punjabi,Basic,Tablet,5.4,25
5283,Northeast India,Kannada,Basic,Tablet,3.0,3
5284,West India,Hindi,Mobile,Laptop,3.3,21
5285,West India,Gujarati,Basic,Laptop,2.0,39
5286,South India,Malayalam,Mobile,Smart TV,3.0,32
5287,Northeast India,Punjabi,Mobile,Mobile,3.6,21
5288,West India,Malayalam,Standard,Tablet,1.9,9
5289,West India,Malayalam,Standard,Laptop,2.8,1
5290,North India,Tamil,Standard,Mobile,3.8,4
5291,West India,Telugu,Standard,Mobile,1.7,4
5292,North India,Punjabi,Standard,Mobile,4.1,26
5293,Northeast India,Kannada,Standard,Mobile,4.7,34
5294,Northeast India,Hindi,Standard,Mobile,4.2,27
5295,Northeast India,Telugu,Standard,Mobile,2.9,15
5296,East India,Tamil,Basic,Smart TV,4.9,45
5297,Northeast India,Hindi,Basic,Laptop,5.2,32
5298,West India,Punjabi,Standard,Laptop,3.9,41
5299,South India,Gujarati,Mobile,Laptop,3.7,7
5300,North India,Malayalam,Basic,Laptop,2.8,44
5301,East India,Tamil,Basic,Mobile,3.0,44
5302,Northeast India,Hindi,Mobile,Laptop,4.8,14
5303,Northeast India,Kannada,Premium,Mobile,5.7,23
5304,South India,Tamil,Mobile,Tablet,3.0,47
5305,South India,Hindi,Basic,Smart TV,3.3,1
5306,East India,Tamil,Mobile,Tablet,2.7,32
5307,North India,Kannada,Standard,Smart TV,3.0,41
5308,Northeast India,Kannada,Basic,Smart TV,2.0,26
5309,East India,Marathi,Standard,Mobile,4.0,9
5310,West India,Malayalam,Standard,Mobile,2.0,16
5311,West India,Telugu,Basic,Smart TV,2.8,31
5312,East India,Telugu,Mobile,Mobile,3.4,2
5313,Northeast India,Punjabi,Mobile,Laptop,1.9,32
5314,East India,Bengali,Standard,Smart TV,2.6,10
5315,Northeast India,Punjabi,Standard,Mobile,2.1,25
5316,South India,Bengali,Mobile,Mobile,4.8,18
5317,East India,Tamil,Mobile,Mobile,5.2,45
5318,Northeast India,Bengali,Mobile,Mobile,2.6,34
5319,East India,Marathi,Standard,Mobile,6.8,29
5320,East India,Marathi,Mobile,Tablet,2.4,45
5321,Northeast India,Malayalam,Mobile,Mobile,3.0,24
5322,Northeast India,Hindi,Basic,Laptop,4.1,3
5323,North India,Telugu,Standard,Laptop,4.2,15
5324,East India,Malayalam,Standard,Laptop,3.1,3
5325,West India,Marathi,Basic,Smart TV,4.8,31
5326,East India,Hindi,Standard,Smart TV,4.9,10
5327,East India,Punjabi,Basic,Mobile,3.5,38
5328,Northeast India,Telugu,Premium,Laptop,3.3,22
5329,East India,Telugu,Mobile,Smart TV,2.8,14
5330,East India,Tamil,Standard,Tablet,2.3,9
5331,West India,Gujarati,Basic,Smart TV,2.5,18
5332,Northeast India,Telugu,Mobile,Smart TV,4.2,8
5333,East India,Marathi,Standard,Smart TV,3.5,38
5334,South India,Tamil,Mobile,Mobile,3.2,15
5335,North India,Kannada,Basic,Tablet,2.8,46
5336,West India,Bengali,Basic,Smart TV,2.8,15
5337,East India,Punjabi,Mobile,Mobile,3.4,6
5338,South India,Punjabi,Basic,Smart TV,3.4,12
5339,East India,Kannada,Basic,Mobile,3.5,42
5340,East India,Gujarati,Standard,Smart TV,3.0,19
5341,Northeast India,Telugu,Standard,Mobile,2.7,40
5342,Northeast India,Malayalam,Mobile,Mobile,3.5,5
5343,Northeast India,Tamil,Basic,Mobile,4.3,27
5344,South India,Kannada,Premium,Smart TV,2.9,10
5345,East India,Gujarati,Mobile,Smart TV,0.6,43
5346,North India,Punjabi,Basic,Mobile,1.9,46
5347,West India,Kannada,Standard,Laptop,4.8,14
5348,Northeast India,Gujarati,Standard,Tablet,4.7,34
5349,Northeast India,Punjabi,Mobile,Laptop,4.3,15
5350,East India,Marathi,Basic,Tablet,4.1,29
5351,East India,Tamil,Basic,Mobile,4.7,26
5352,South India,Tamil,Premium,Mobile,3.1,27
5353,South India,Bengali,Mobile,Smart TV,3.7,3
5354,Northeast India,Punjabi,Premium,Mobile,2.6,3
5355,East India,Kannada,Basic,Mobile,3.3,35
5356,North India,Tamil,Mobile,Laptop,5.8,35
5357,West India,Gujarati,Basic,Smart TV,2.5,6
5358,East India,Kannada,Standard,Mobile,2.1,14
5359,East India,Punjabi,Mobile,Mobile,3.3,26
5360,South India,Gujarati,Mobile,Mobile,3.0,3
5361,West India,Telugu,Premium,Smart TV,3.8,33
5362,Northeast India,Hindi,Premium,Laptop,4.5,42
5363,East India,Tamil,Basic,Smart TV,3.1,13
5364,Northeast India,Tamil,Mobile,Tablet,6.0,29
5365,East India,Bengali,Standard,Tablet,5.0,9
5366,Northeast India,Marathi,Standard,Mobile,2.6,32
5367,West India,Bengali,Mobile,Mobile,3.4,22
5368,South India,Punjabi,Premium,Laptop,4.1,22
5369,West India,Bengali,Mobile,Mobile,2.5,34
5370,North India,Marathi,Standard,Smart TV,1.0,10
5371,South India,Marathi,Basic,Tablet,5.8,25
5372,West India,Hindi,Basic,Mobile,2.2,12
5373,North India,Gujarati,Mobile,Smart TV,4.5,3
5374,East India,Telugu,Standard,Mobile,4.3,19
5375,East India,Marathi,Premium,Smart TV,2.5,33
5376,Northeast India,Telugu,Basic,Smart TV,5.9,47
5377,South India,Tamil,Basic,Mobile,3.6,26
5378,East India,Malayalam,Mobile,Mobile,3.7,13
5379,South India,Hindi,Premium,Mobile,1.7,7
5380,East India,Punjabi,Premium,Tablet,1.0,34
5381,Northeast India,Kannada,Standard,Laptop,3.2,22
5382,West India,Telugu,Basic,Smart TV,5.1,20
5383,Northeast India,Bengali,Premium,Smart TV,1.3,43
5384,North India,Marathi,Mobile,Mobile,3.7,23
5385,East India,Telugu,Basic,Mobile,3.6,14
5386,North India,Kannada,Basic,Laptop,5.0,30
